Id,Popularity
27643,0.42153606504460117
27644,0.41074429049850525
27645,0.423437946038287
27646,0.6826739130765043
27647,0.49491143663636683
27648,0.43348025526094636
27649,0.5923118055149883
27650,0.7097639513167565
27651,0.7099749344956752
27652,0.508670791074033
27653,0.4545890347547498
27654,0.7536964979597341
27655,0.43012461504626714
27656,0.6738705104158897
27657,0.44194905263164774
27658,0.5961864220723663
27659,0.4409543381562282
27660,0.6136285026052553
27661,0.525124297932446
27662,0.4825986168390478
27663,0.5112818529699882
27664,0.6076798610953505
27665,0.5662051160055855
27666,0.41985997844940415
27667,0.49757755422707434
27668,0.4784576106955401
27669,0.43412529660993265
27670,0.6429192617121371
27671,0.5004512489217732
27672,0.47187689791989795
27673,0.43303332241483466
27674,0.4992268076368203
27675,0.4326113236191771
27676,0.5245355461690459
27677,0.42332017755048573
27678,0.413309594056004
27679,0.41617651248450954
27680,0.5543628723347351
27681,0.4259792813565187
27682,0.48325867032814684
27683,0.4909906847939821
27684,0.4992004438970265
27685,0.5635161950094955
27686,0.5197368060293934
27687,0.5171711529253166
27688,0.4352780892765516
27689,0.4162082485582766
27690,0.4116938268917261
27691,0.5739333533168357
27692,0.4088379068109516
27693,0.47150944753163726
27694,0.611418606213261
27695,0.5145267566761051
27696,0.5297265294770394
27697,0.43673659628242184
27698,0.588557694750957
27699,0.46933918974756306
27700,0.45156245393270533
27701,0.4196378796468084
27702,0.549039323738098
27703,0.45613370380869483
27704,0.4560795225162607
27705,0.41593165927444964
27706,0.5146415217258886
27707,0.4072171234672988
27708,0.4249689784938354
27709,0.4424802374089739
27710,0.4208710842664241
27711,0.48171487442098965
27712,0.4479241514229179
27713,0.424698583653787
27714,0.45130860299543063
27715,0.5101781600312831
27716,0.6045865557381871
27717,0.5227349031176635
27718,0.4285623104771974
27719,0.42530954233418794
27720,0.46204124315978146
27721,0.3102405749209943
27722,0.5639348868647133
27723,0.49428672653436945
27724,0.41939412048835983
27725,0.4907084725130389
27726,0.4638376435285131
27727,0.43205169704912033
27728,0.4964404699336364
27729,0.42822622145833733
27730,0.5638736501116685
27731,0.5397230920495981
27732,0.4613869085034447
27733,0.43411559135950945
27734,0.5997452059244047
27735,0.4832927967631703
27736,0.698700571110656
27737,0.42341448610044474
27738,0.41899312014673007
27739,0.5155975248667086
27740,0.4529897442835233
27741,0.4387638694323227
27742,0.5814592213768394
27743,0.42068682586549694
27744,0.4744344123726007
27745,0.48321006482359596
27746,0.43818498081555135
27747,0.5785339737454869
27748,0.5379886413774355
27749,0.44100736130147783
27750,0.5057598948871216
27751,0.41522045922960676
27752,0.4308159885137066
27753,0.4349328621233433
27754,0.5097243087823404
27755,0.5133091257325627
27756,0.4606854169260334
27757,0.46101869881476654
27758,0.727193204397023
27759,0.49136489157993424
27760,0.4952573895794829
27761,0.4297288807624559
27762,0.7341765399900825
27763,0.5163868238129591
